#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
1998	DB00371	Meprobamate	DEA No. 2820, Meprobamat [German], Meprobamato [INN-Spanish], Meprobamato [Italian], Meprobamatum [INN-Latin], Meprobamic acid, Procarbamide	57-53-4	3P bamate, Amepromat, Amosene, Anastress, Anathylmon, Anatimon, Andaksin, Andaxin, Aneural, Aneurol, Aneusral, Aneuxal, Aneuxral, Ansiatan, Ansietan, Ansil, Ansiowas, Anural, Anxietil, Anzil, Apascil, Apasil, Apo-Meprobamate, Appetrol, Appetrol-Sr, Arcoban, Arpon, Artolon, Ataraxine, Atraxin, Auxietil, Ayeramate, Ayermate, Bamate, Bamd 400, Bamo 400, Biobamat, Biobamate, Brobamate, Calmadin, Calmax, Calmiren, Canquil 400, Canquil-400, Carbaxin, Cirpon, Cirponyl, Coprobate, Crestanil, Cypron, Cyrpon, Dapaz, Deprol, Despasmol, Dicandiol, Diron, Diurnal, Diveron, Dormabrol, Ecuanil, Edenal, Enorden, Epicur, Epikur, Equanil, Equatrate, Equazine-M, Equilium, Equinil, Equitar, Erina, Estasil, Fas-Cile, Fas-Cile 200, Gadexyl, Gagexyl, Harmonin, Hartol, Holbamate, Ipsotian, Kesso-Bamate, Kessobamate, Klort, Larten, Lepenil, Lepetown, Letyl, Libiolan, Madiol, Mar-Bate, Margonil, Mendel, Mepamtin, Mepantin, Mepavlon, Mepiosine, Meposed, Mepranil, Mepriam, Meprin, Meprindon, Mepro-analgesic, Mepro-Aspirin, Meprobam, Meprobamat, Meproban, Meprocompren, Meprocon, Meprocon CMC, Meprodil, Meprodiol, Meprol, Meproleaf, Mepronil, Meprosa, Meprosan, Meprosin, Meprospan, Meprotabs, Meprotan, Meprotanum, Meproten, Meprotil, Meprovan, Meprozine, Meptran, Metractyl, Metranquil, Micrainin, Milpath, Milprem, Miltamato, Miltann, Miltaun, Miltown, Miltuan, Miltwon, Misedant, Morbam, Multaun, My-trans, Neo-Tran, Nephentine, Nervonus, Neuramate, Oasil, Optarket, Orlevol, Orolevol, Pan-tranquil, Pancalma, Panediol, Pankalma, Pathibamate, Paxin, Pensive, Perequietil, Perequil, Perquietil, Pertranquil, Pimal, Placidon, Placitate, Prequil, Probamato, Probamyl, Probate, Procalmadiol, Procalmadol, Procalmidol, Promate, Promato, Proquanil, Protran, Q-Gesic, Quaname, Quanane, Quanil, Quietidon, Quivet, Rastenil, Reostral, Restenil, Restenyl, Restinal, Restinil, Restran, Robamate, Sadanyl, Scolazil, Sedabamate, Sedanil, Sedanyl, Sedazil, Sedoquil, Sedoselecta, Selene, Seril, Setran, Shalvaton, SK-Bamate, Solevione anastress, Sowell, Spantran, Stensolo, Tamate, Tensol, Tensonal, Trancot, Trankvilan, Tranlisant, Tranmep, Tranquil, Tranquilan, Tranquilate, Tranquilax, Tranquiline, Tranquillin, Tranquilsan, Tranquinol, Tranquisan, Trelmar, Urbil, Urbilat, Vio-Bamate, Vistabamate, Wardamate, Wyseals, Zirpon	small molecule	illicit, approved	Anti-anxiety Agents, Hypnotics and Sedatives, Anticonvulsants, Muscle Relaxants, Central	841	yes	agonist	GABRA6	Q16445	2559	ENSG00000145863
1999	DB00372	Thiethylperazine	Ethylthioperazine, Theithylperazine	1420-55-9	Norzine, Torecan	small molecule	approved	Antiemetics, Dopamine Antagonists, Anti-emetics	831	unknown	antagonist	DRD2	P14416	1813	ENSG00000149295
2000	DB00372	Thiethylperazine	Ethylthioperazine, Theithylperazine	1420-55-9	Norzine, Torecan	small molecule	approved	Antiemetics, Dopamine Antagonists, Anti-emetics	23	unknown	antagonist	DRD1	P21728	1812	ENSG00000184845
2001	DB00372	Thiethylperazine	Ethylthioperazine, Theithylperazine	1420-55-9	Norzine, Torecan	small molecule	approved	Antiemetics, Dopamine Antagonists, Anti-emetics	432	unknown	antagonist	DRD4	P21917	1815	ENSG00000069696
2002	DB00373	Timolol	Timolol maleate, Timololum [INN-Latin]	26839-75-8	Apo-Timol, Apo-Timop, Aquanil, Betim, Betimol, Blocadren, Istalol, Novo-Timol, Nu-Timolol, Phoxal-timolol, Proflax, Temserin, Tenopt, Tim-AK, Timacar, Timacor, Timopic, Timoptic, Timoptic in Ocudose, Timoptic OcuDose, Timoptic-XE, Timoptol	small molecule	approved	Antihypertensive Agents, Adrenergic beta-Antagonists, Anti-Arrhythmia Agents	193	yes	antagonist	ADRB1	P08588	153	ENSG00000043591
2003	DB00373	Timolol	Timolol maleate, Timololum [INN-Latin]	26839-75-8	Apo-Timol, Apo-Timop, Aquanil, Betim, Betimol, Blocadren, Istalol, Novo-Timol, Nu-Timolol, Phoxal-timolol, Proflax, Temserin, Tenopt, Tim-AK, Timacar, Timacor, Timopic, Timoptic, Timoptic in Ocudose, Timoptic OcuDose, Timoptic-XE, Timoptol	small molecule	approved	Antihypertensive Agents, Adrenergic beta-Antagonists, Anti-Arrhythmia Agents	766	yes	antagonist	ADRB2	P07550	154	ENSG00000169252
2004	DB00373	Timolol	Timolol maleate, Timololum [INN-Latin]	26839-75-8	Apo-Timol, Apo-Timop, Aquanil, Betim, Betimol, Blocadren, Istalol, Novo-Timol, Nu-Timolol, Phoxal-timolol, Proflax, Temserin, Tenopt, Tim-AK, Timacar, Timacor, Timopic, Timoptic, Timoptic in Ocudose, Timoptic OcuDose, Timoptic-XE, Timoptol	small molecule	approved	Antihypertensive Agents, Adrenergic beta-Antagonists, Anti-Arrhythmia Agents	2300	unknown	N/A	E	P00720	N/A	N/A
2005	DB00374	Treprostinil	N/A	81846-19-7	Remodulin, Viveta	small molecule	approved	Antithrombotic Agents, Antihypertensive Agents, Vitamin K antagonists	527	yes	agonist	PTGIR	P43119	5739	ENSG00000160013
2006	DB00374	Treprostinil	N/A	81846-19-7	Remodulin, Viveta	small molecule	approved	Antithrombotic Agents, Antihypertensive Agents, Vitamin K antagonists	1502	yes	agonist	PPARD	Q03181	5467	ENSG00000112033
2007	DB00374	Treprostinil	N/A	81846-19-7	Remodulin, Viveta	small molecule	approved	Antithrombotic Agents, Antihypertensive Agents, Vitamin K antagonists	122	yes	agonist	P2RY12	Q9H244	64805	ENSG00000169313
2008	DB00375	Colestipol	Colestipolum [INN-Latin]	50925-79-6	Cholestabyl, Colestid	small molecule	approved	Anion Exchange Resins, Antilipemic Agents	7198	yes	binder	N/A	N/A	N/A	N/A
2009	DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	103	yes	antagonist	CHRM1	P11229	1128	ENSG00000168539
2010	DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	617	unknown	antagonist	CHRM2	P08172	1129	ENSG00000181072
2011	DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	51	unknown	antagonist	CHRM3	P20309	1131	ENSG00000133019
2012	DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	450	unknown	antagonist	CHRM4	P08173	1132	ENSG00000180720
2013	DB00376	Trihexyphenidyl	Trihexifenidilo [INN-Spanish], Trihexylphenidyl, Trihexylphenidyle, Trihexylphenizyl, Trihexyphenidyl HCl, Trihexyphenidyle, Trihexyphenidyle [INN-French], Trihexyphenidylum [INN-Latin], Triphenidyl	144-11-6	Apo-Trihex, Artane, Artane Sequels, Benzhexol, Benzhexolum, Parkinane Retard, PMS Trihexyphenidyl, Tremin, Trihexane, Trihexy	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	274	unknown	antagonist	CHRM5	P08912	1133	ENSG00000184984
2014	DB00377	Palonosetron	N/A	119904-90-4	Aloxi, Onicit	small molecule	approved	Antiemetics, Serotonin Antagonists	341	yes	antagonist	HTR3A	P46098	3359	ENSG00000166736
2015	DB00378	Dydrogesterone	10alpha-Isopregnenone, Didrogesterone [DCIT], Dydrogesterona [INN-Spanish], Dydrogesteronum [INN-Latin], Hydrogesterone, Hydrogestrone, Isopregnenone	152-62-5	Diphaston, Dufaston, Duphaston, Duvaron, Gestatron, Gynorest, Prodel, Retrone, Terolut	small molecule	approved	Pregnadien derivatives, Progesterones, Progestins	614	yes	agonist	PGR	P06401	5241	ENSG00000082175
2016	DB00379	Mexiletine	Mexiletina [INN-Spanish], Mexiletine HCL, Mexiletinum [INN-Latin], Mexilitine	31828-71-4	Mexitil	small molecule	approved	Anti-Arrhythmia Agents	220	yes	inhibitor	SCN5A	Q14524	6331	ENSG00000183873
2017	DB00379	Mexiletine	Mexiletina [INN-Spanish], Mexiletine HCL, Mexiletinum [INN-Latin], Mexilitine	31828-71-4	Mexitil	small molecule	approved	Anti-Arrhythmia Agents	6220	unknown	agonist	AHR	P35869	196	ENSG00000106546
2018	DB00380	Dexrazoxane	Desrazoxane, Dexrazoxano [INN-Spanish], Dexrazoxanum [INN-Latin], Dextrorazoxane, Icrf-187, Razoxana [INN-Spanish], Razoxanum [INN-Latin]	24584-09-6	Cardioxane, Dyzoxane, Eucardion, Razoxane, Razoxin, Tepirone, Troxozone, Zinecard	small molecule	approved	Antineoplastic Agents, Immunosuppressive Agents, Cardiovascular Agents, Chelating Agents	817	yes	inhibitor	TOP2A	P11388	7153	ENSG00000131747
2019	DB00380	Dexrazoxane	Desrazoxane, Dexrazoxano [INN-Spanish], Dexrazoxanum [INN-Latin], Dextrorazoxane, Icrf-187, Razoxana [INN-Spanish], Razoxanum [INN-Latin]	24584-09-6	Cardioxane, Dyzoxane, Eucardion, Razoxane, Razoxin, Tepirone, Troxozone, Zinecard	small molecule	approved	Antineoplastic Agents, Immunosuppressive Agents, Cardiovascular Agents, Chelating Agents	4192	unknown	N/A	TOP2B	Q02880	7155	ENSG00000077097
2020	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	478	yes	inhibitor	CACNA1C	Q13936	775	ENSG00000151067
2021	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	762	yes	inhibitor	CACNA2D1	P54289	781	ENSG00000153956
2022	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	4110	yes	inhibitor	CACNB2	Q08289	783	ENSG00000165995
2023	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	4115	yes	inhibitor	CACNA1D	Q01668	776	ENSG00000157388
2024	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	4111	yes	inhibitor	CACNA1S	Q13698	779	ENSG00000081248
2025	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	3970	unknown	inhibitor	CACNA1B	Q00975	774	ENSG00000148408
2026	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	6045	unknown	inhibitor	CACNA2D3	Q8IZS8	55799	ENSG00000157445
2027	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	6046	unknown	inhibitor	CACNB1	Q6TME4	N/A	N/A
2028	DB00381	Amlodipine	Amlodipine Benzenesulfonate, Amlodipine Besilate, Amlodipine Besylate, Amlodipine Free Base, Amlodipino [Spanish], Amlodipinum [Latin]	88150-42-9	Amlocard, Amlodis, Amvaz, Coroval, Lipinox, Lotrel, Norvasc	small molecule	approved	Antihypertensive Agents, Vasodilator Agents, Calcium Channel Blockers, Antianginals	295	unknown	inhibitor	CA1	P00915	759	ENSG00000133742
2029	DB00382	Tacrine	Tetrahydroaminacrine, Tetrahydroaminoacridine, Tetrahydroaminocrin, Tetrahydroaminocrine, THA	321-64-2	Cognex, Romotal	small molecule	approved	Parasympathomimetics, Cholinesterase Inhibitors, Nootropic Agents	474	yes	inhibitor	ACHE	P22303	43	ENSG00000087085
2030	DB00382	Tacrine	Tetrahydroaminacrine, Tetrahydroaminoacridine, Tetrahydroaminocrin, Tetrahydroaminocrine, THA	321-64-2	Cognex, Romotal	small molecule	approved	Parasympathomimetics, Cholinesterase Inhibitors, Nootropic Agents	3923	yes	inhibitor	BCHE	P06276	590	ENSG00000114200
2031	DB00383	Oxyphencyclimine	Oxifencicliminum [INN-Spanish], Oxiphencycliminum, Oxyphencyclimine Hydrochloride, Oxyphencycliminum [INN-Latin]	125-53-1	Antulcus, Caridan, Cycmin, Daricol, Daricon, Dominil, Enterex, Gastrix, Manir, Naridan, Oximin, Setrol, Spazamin, Syklifen, Ulcociclinina, Vio-Thene, W-T Anticholinergic, Zamanil	small molecule	approved	Antispasmodics, Anticholinergic Agents	51	yes	antagonist	CHRM3	P20309	1131	ENSG00000133019
2032	DB00383	Oxyphencyclimine	Oxifencicliminum [INN-Spanish], Oxiphencycliminum, Oxyphencyclimine Hydrochloride, Oxyphencycliminum [INN-Latin]	125-53-1	Antulcus, Caridan, Cycmin, Daricol, Daricon, Dominil, Enterex, Gastrix, Manir, Naridan, Oximin, Setrol, Spazamin, Syklifen, Ulcociclinina, Vio-Thene, W-T Anticholinergic, Zamanil	small molecule	approved	Antispasmodics, Anticholinergic Agents	103	yes	antagonist	CHRM1	P11229	1128	ENSG00000168539
2033	DB00383	Oxyphencyclimine	Oxifencicliminum [INN-Spanish], Oxiphencycliminum, Oxyphencyclimine Hydrochloride, Oxyphencycliminum [INN-Latin]	125-53-1	Antulcus, Caridan, Cycmin, Daricol, Daricon, Dominil, Enterex, Gastrix, Manir, Naridan, Oximin, Setrol, Spazamin, Syklifen, Ulcociclinina, Vio-Thene, W-T Anticholinergic, Zamanil	small molecule	approved	Antispasmodics, Anticholinergic Agents	617	yes	antagonist	CHRM2	P08172	1129	ENSG00000181072
2034	DB00384	Triamterene	Triamteren	396-01-0	Ademin, Ademine, Diren, Ditak, Diucelpin, Diurene, Dyren, Dyrenium, Dytac, Jatropur, Noridil, Noridyl, Pterofen, Pterophene, Taturil, Teriam, Teridin, Tri-Span, Triampur, Triamteril, Triamteril Complex, Trispan, Triteren, Urocaudal	small molecule	approved	Diuretics, Potassium-sparing Diuretics	552	yes	inhibitor	SCNN1G	P51170	6340	ENSG00000166828
2035	DB00384	Triamterene	Triamteren	396-01-0	Ademin, Ademine, Diren, Ditak, Diucelpin, Diurene, Dyren, Dyrenium, Dytac, Jatropur, Noridil, Noridyl, Pterofen, Pterophene, Taturil, Teriam, Teridin, Tri-Span, Triampur, Triamteril, Triamteril Complex, Trispan, Triteren, Urocaudal	small molecule	approved	Diuretics, Potassium-sparing Diuretics	213	yes	inhibitor	SCNN1A	P37088	6337	ENSG00000111319
2036	DB00384	Triamterene	Triamteren	396-01-0	Ademin, Ademine, Diren, Ditak, Diucelpin, Diurene, Dyren, Dyrenium, Dytac, Jatropur, Noridil, Noridyl, Pterofen, Pterophene, Taturil, Teriam, Teridin, Tri-Span, Triampur, Triamteril, Triamteril Complex, Trispan, Triteren, Urocaudal	small molecule	approved	Diuretics, Potassium-sparing Diuretics	27	yes	inhibitor	SCNN1B	P51168	6338	ENSG00000168447
2037	DB00384	Triamterene	Triamteren	396-01-0	Ademin, Ademine, Diren, Ditak, Diucelpin, Diurene, Dyren, Dyrenium, Dytac, Jatropur, Noridil, Noridyl, Pterofen, Pterophene, Taturil, Teriam, Teridin, Tri-Span, Triampur, Triamteril, Triamteril Complex, Trispan, Triteren, Urocaudal	small molecule	approved	Diuretics, Potassium-sparing Diuretics	550	unknown	inhibitor	SCNN1D	P51172	6339	ENSG00000162572
2038	DB00385	Valrubicin	Antibiotic Ad 32	56124-62-0	Valstar, Valstar Preservative Free	small molecule	approved	Antineoplastic Agents	874	yes	intercalation	N/A	N/A	N/A	N/A
2039	DB00385	Valrubicin	Antibiotic Ad 32	56124-62-0	Valstar, Valstar Preservative Free	small molecule	approved	Antineoplastic Agents	817	yes	inhibitor	TOP2A	P11388	7153	ENSG00000131747
2040	DB00386	Alseroxylon	N/A	8001-95-4	Rautensin, Rauwiloid	small molecule	approved	Adrenergic Uptake Inhibitors	131	yes	inhibitor	SLC18A2	Q05940	6571	ENSG00000165646
2041	DB00387	Procyclidine	Prociclidina [INN-Spanish], Procyclidinum [INN-Latin]	77-37-2	Arpicolin, Elorine, Kemadrin, Kemadrine, Lergine, Metanin, Osnervan, Procyclid, Procyklidin, Prosyklidin, Spamol, Triciclidina, Triciloid, Tricoloid, Tricyclamol, Vagosin	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	103	yes	antagonist	CHRM1	P11229	1128	ENSG00000168539
2042	DB00387	Procyclidine	Prociclidina [INN-Spanish], Procyclidinum [INN-Latin]	77-37-2	Arpicolin, Elorine, Kemadrin, Kemadrine, Lergine, Metanin, Osnervan, Procyclid, Procyklidin, Prosyklidin, Spamol, Triciclidina, Triciloid, Tricoloid, Tricyclamol, Vagosin	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	617	yes	antagonist	CHRM2	P08172	1129	ENSG00000181072
2043	DB00387	Procyclidine	Prociclidina [INN-Spanish], Procyclidinum [INN-Latin]	77-37-2	Arpicolin, Elorine, Kemadrin, Kemadrine, Lergine, Metanin, Osnervan, Procyclid, Procyklidin, Prosyklidin, Spamol, Triciclidina, Triciloid, Tricoloid, Tricyclamol, Vagosin	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	450	yes	antagonist	CHRM4	P08173	1132	ENSG00000180720
2044	DB00387	Procyclidine	Prociclidina [INN-Spanish], Procyclidinum [INN-Latin]	77-37-2	Arpicolin, Elorine, Kemadrin, Kemadrine, Lergine, Metanin, Osnervan, Procyclid, Procyklidin, Prosyklidin, Spamol, Triciclidina, Triciloid, Tricoloid, Tricyclamol, Vagosin	small molecule	approved	Antiparkinson Agents, Antidyskinetics, Muscarinic Antagonists	51	yes	antagonist	CHRM3	P20309	1131	ENSG00000133019
2045	DB00388	Phenylephrine	Fenilefrina [INN-Spanish], L-Phenylephedrine, L-Phenylephrine, M-Methylaminoethanolphenol, M-Oxedrine, Metaoxedrin, Metaoxedrine, Metaoxedrinum, Metasynephrine, Phenylephrinum [INN-Latin]	59-42-7	Adrianol, AK-Dilate, AK-Nefrin, Alcon Efrin, Alconefrin Nasal Drops 12, Alconefrin Nasal Drops 25, Alconefrin Nasal Drops 50, Alconefrin Nasal Spray 25, Biomydrin, Dilatair, Dionephrine, Doktors, Duration, I-Phrine, Isophrim, Isophrin, Isopto Frin, M-Sympathol, M-Sympatol, M-Synephrine, Mesaton, Mesatone, Mesatonum, Metasympatol, Metsatonum, Mezaton, Minims Phenylephrine, Mydfrin, Neo-Synephrine, Neo-Synephrine Nasal Drops, Neo-Synephrine Nasal Jelly, Neo-Synephrine Nasal Spray, Neofrin, Neophryn, Neosynephrine, Nostril, Nostril Spray Pump, Nostril Spray Pump Mild, Ocu-Phrin Sterile Eye Drops, Ocugestrin, Phenoptic, Prefrin, Prefrin Liquifilm, Pyracort D, Relief Eye Drops for Red Eyes, Rhinall, Spersaphrine, Vicks Sinex, Visadron	small molecule	approved	Vasoconstrictor Agents, Sympathomimetics, Adrenergic alpha-Agonists, Mydriatics, Cardiotonic Agents, Nasal Decongestants	556	yes	N/A	ADRA1A	P35348	148	ENSG00000120907
2046	DB00388	Phenylephrine	Fenilefrina [INN-Spanish], L-Phenylephedrine, L-Phenylephrine, M-Methylaminoethanolphenol, M-Oxedrine, Metaoxedrin, Metaoxedrine, Metaoxedrinum, Metasynephrine, Phenylephrinum [INN-Latin]	59-42-7	Adrianol, AK-Dilate, AK-Nefrin, Alcon Efrin, Alconefrin Nasal Drops 12, Alconefrin Nasal Drops 25, Alconefrin Nasal Drops 50, Alconefrin Nasal Spray 25, Biomydrin, Dilatair, Dionephrine, Doktors, Duration, I-Phrine, Isophrim, Isophrin, Isopto Frin, M-Sympathol, M-Sympatol, M-Synephrine, Mesaton, Mesatone, Mesatonum, Metasympatol, Metsatonum, Mezaton, Minims Phenylephrine, Mydfrin, Neo-Synephrine, Neo-Synephrine Nasal Drops, Neo-Synephrine Nasal Jelly, Neo-Synephrine Nasal Spray, Neofrin, Neophryn, Neosynephrine, Nostril, Nostril Spray Pump, Nostril Spray Pump Mild, Ocu-Phrin Sterile Eye Drops, Ocugestrin, Phenoptic, Prefrin, Prefrin Liquifilm, Pyracort D, Relief Eye Drops for Red Eyes, Rhinall, Spersaphrine, Vicks Sinex, Visadron	small molecule	approved	Vasoconstrictor Agents, Sympathomimetics, Adrenergic alpha-Agonists, Mydriatics, Cardiotonic Agents, Nasal Decongestants	632	yes	N/A	ADRA1B	P35368	147	ENSG00000170214
2047	DB00388	Phenylephrine	Fenilefrina [INN-Spanish], L-Phenylephedrine, L-Phenylephrine, M-Methylaminoethanolphenol, M-Oxedrine, Metaoxedrin, Metaoxedrine, Metaoxedrinum, Metasynephrine, Phenylephrinum [INN-Latin]	59-42-7	Adrianol, AK-Dilate, AK-Nefrin, Alcon Efrin, Alconefrin Nasal Drops 12, Alconefrin Nasal Drops 25, Alconefrin Nasal Drops 50, Alconefrin Nasal Spray 25, Biomydrin, Dilatair, Dionephrine, Doktors, Duration, I-Phrine, Isophrim, Isophrin, Isopto Frin, M-Sympathol, M-Sympatol, M-Synephrine, Mesaton, Mesatone, Mesatonum, Metasympatol, Metsatonum, Mezaton, Minims Phenylephrine, Mydfrin, Neo-Synephrine, Neo-Synephrine Nasal Drops, Neo-Synephrine Nasal Jelly, Neo-Synephrine Nasal Spray, Neofrin, Neophryn, Neosynephrine, Nostril, Nostril Spray Pump, Nostril Spray Pump Mild, Ocu-Phrin Sterile Eye Drops, Ocugestrin, Phenoptic, Prefrin, Prefrin Liquifilm, Pyracort D, Relief Eye Drops for Red Eyes, Rhinall, Spersaphrine, Vicks Sinex, Visadron	small molecule	approved	Vasoconstrictor Agents, Sympathomimetics, Adrenergic alpha-Agonists, Mydriatics, Cardiotonic Agents, Nasal Decongestants	789	yes	N/A	ADRA1D	P25100	146	ENSG00000171873
2048	DB00389	Carbimazole	Athyromazole, Carbethoxymethimazole, Carbimazol, Carbimazol [INN-Spanish, French], Carbimazolum [INN-Latin], Carbinazole	22232-54-8	Atirozidina, Basolest, Carbimazol Spofa, Carbotiroid, CG1, Mertiran, Neo-Mercazole, Neo-Thyreostat, Neo-Tireol, Neomercazole, Tyrazol	small molecule	approved	Antithyroid Agents	563	yes	inhibitor	TPO	P07202	7173	ENSG00000115705
2049	DB00390	Digoxin	Digitalis Glycoside	20830-75-5	Cardoxin, Cogoxin, Cordioxil, Davoxin, Digacin, Digitekt, Digoxin Pediatric, Dilanacin, Dixina, Dokim, Dynamos, Eudigox, Homolle's Digitalin, Lanacordin, Lanacrist, Lanicor, Lanoxicaps, Lanoxin, Lenoxicaps, Lenoxin, Longdigox, Neo-Lanicor, Neodioxanin, Rougoxin, SK-Digoxin, Stillacor, Vanoxin	small molecule	approved	Enzyme Inhibitors, Antiarrhythmic Agents, Cardiotonic Agents, Anti-Arrhythmia Agents	806	yes	N/A	ATP1A1	P05023	476	ENSG00000163399
